group,pre,post
0,9.192828412985934,9.379279238594563
0,9.373788708805776,9.478494343512358
0,10.373292219777179,10.559437714400707
1,11.961585386183025,13.833246351271987
1,11.570707466740528,13.680172672911127
1,13.567812559913143,15.135868319389388
0,9.786454645494572,9.580975708036352
1,12.212608107180793,13.694232107313065
0,9.397077261006636,9.401053454968341
1,10.989718910446546,12.231612211172177
0,10.179643430531856,10.187005861094837
0,10.661614250233816,10.450741283835002
1,12.517893975625041,14.242553055257599
0,8.186534061787329,7.769197674208002
0,8.430748557999433,8.105732205758365
0,9.948912626255728,9.990095979646151
1,11.119208147257408,13.448160765847305
0,10.116844072623824,10.044463935297504
1,13.20734255110846,14.715956833385809
0,10.058816735912718,9.568920513635073
1,13.399131461277102,15.898598531725778
0,9.183861278717954,9.05817250218202
1,12.93215649379921,15.201097651149194
1,11.247780032965364,13.31728117568601
0,9.474570753816382,9.321507957947217
0,11.029863789865384,10.617870761906703
1,10.612534743385979,12.21293067230243
0,8.162204171003342,8.161557410890328
0,8.364184228934858,8.027395466630457
1,13.231498472533868,15.460289619087318
1,11.495426056170695,13.389206276180522
1,13.597246796764637,16.25253360430974
0,10.715558413738783,11.292696744480372
1,11.373960868330322,12.840506571893563
1,11.860168962863618,13.23180940040767
1,12.155085338079964,14.011800436576367
1,12.461259000750996,13.613506772155183
0,10.640933127724542,10.775297359456811
0,9.667968556475836,9.50939678375694
0,10.294149423598189,10.196766564686822
0,11.933900610983688,12.086776790684851
0,9.872039239445167,10.160105674157954
1,13.033479847041354,14.854905709755855
1,12.026629349841249,13.552620635900984
1,11.879439414827207,13.150523728615966
0,9.566686505463542,9.704222475950209
0,10.854664037419726,11.38175393879568
1,11.098046113824383,12.62787100050706
0,9.782165369675669,9.499915875474162
1,10.946363184143978,12.839913823256849
1,12.499486260308794,14.659496064291226
1,10.993681063536865,12.232856790327482
1,12.14072997893197,13.520399299749684
1,12.741360844286929,14.093733041578513
0,9.211192222054821,9.383914042257693
1,13.913764933576681,15.90230836727072
0,9.549618940826129,9.550021154993763
0,10.900557041510229,11.004982845659425
1,10.78976082147783,12.258212585685055
0,9.610091590761158,9.288806688882772
1,12.87082164331867,14.855594819083063
1,13.226763655568835,14.741675343660166
1,10.509134781612119,12.278683775650363
0,9.392946687346507,9.251414329990293
1,11.654899514693925,13.66826270458631
1,12.345996772351288,13.908552145921075
0,8.936573461339567,8.263868160092676
1,13.444517967913384,15.155337552450447
0,8.88648505864527,9.277111903412615
1,11.143959465125791,13.464548955240314
1,12.440516168823322,13.752017958160309
0,10.56959536418749,9.993594680331267
1,12.362879640914342,14.425151735546999
1,14.754321117020414,16.66185852912643
0,8.748985743665008,9.090324460954626
1,12.116637901385804,13.890990060165413
0,11.310129837671347,11.815079555186793
0,9.056724450312705,8.908699440692132
1,10.6713558110713,13.27267710957835
1,11.768996408549217,13.609890869812782
1,10.987663898349393,12.959770406961267
0,9.271347690394514,8.972284210261076
1,13.41062647812046,15.643150501577235
1,12.080925001031122,13.969090283189457
1,12.131309628632286,14.081290096923862
0,9.148662952434565,9.959056582869447
1,11.659141704267826,13.288607339068161
1,13.730246049103854,16.332346664778708
0,10.493705379414665,10.29265378097157
0,9.61510292897469,10.005525775760427
1,12.097005139591186,13.55533637332416
0,9.70061849575247,10.161630504822973
0,9.457096609096899,10.010365868615919
0,10.677322714363163,10.80760495984205
1,10.513325497923493,12.126984080601527
1,12.062551901708142,14.712645533163277
1,13.33252423398856,14.837332146889565
1,13.953036672884672,16.20436478075008
1,12.343834047799021,14.278233304758707
0,9.730658103486451,9.471795169542592
0,11.980654709795681,11.831425438132943
1,12.663214987320673,14.739223146205598
0,9.489950507583748,8.893683024254251
1,10.33133189064659,12.532810875624302
0,11.691805096688345,11.945931314422928
1,11.714517371918909,13.468702907081228
1,11.96599263232672,13.936729757214527
1,14.185092904808357,15.587409097367365
0,9.782312952391104,9.299757499093808
0,10.79382217804355,11.450147359966014
0,9.939731553868997,9.876398697296123
0,9.064563009578302,9.19012720728962
0,12.342369459765722,12.215277731909632
1,11.721192710169209,13.235723336589501
0,10.5218333495686,10.177956671617448
