date,zipcode,is_campaign,is_weekend,is_weekday,norm_trend,population,strength,variant,is_campaign_treatment,order_rate_true_logit,order_rate_true_logit_no_treatment,order_rate_true,order_rate_true_no_treatment,orders,orders_no_treatment,order_rate,order_rate_no_treatment,expected_orders
2022-04-01,17,False,False,True,0.001393556848922043,38028,1,treatment,False,-1.7499163865890646,-1.7499163865890646,0.14805774443677916,0.14805774443677916,5534,5648,0.14552435047859472,0.1485221415798885,5630.339905441838
2022-04-01,18,False,False,True,0.0014755307812115749,20987,1,treatment,False,-1.7499114681531271,-1.7499114681531271,0.1480583648328793,0.1480583648328793,3044,3012,0.14504216896173822,0.14351741554295516,3107.300902747638
2022-04-01,19,False,False,True,0.0015575047135011066,8457,1,treatment,False,-1.7499065497171897,-1.7499065497171897,0.14805898523112726,0.14805898523112726,1270,1225,0.15017145559891215,0.14485041977060423,1252.1348380996433
2022-04-01,20,False,False,True,0.0016394786457906386,21607,1,treatment,False,-1.7499016312812525,-1.7499016312812525,0.148059605631523,0.148059605631523,3226,3260,0.14930346646919979,0.1508770305919378,3199.1238988803175
2022-04-01,21,False,False,True,0.0017214525780801706,1470,1,treatment,False,-1.7498967128453151,-1.7498967128453151,0.1480602260340666,0.1480602260340666,220,240,0.14965986394557823,0.16326530612244897,217.6485322700779
2022-04-01,22,False,False,True,0.0018034265103697026,11165,1,treatment,False,-1.7498917944093777,-1.7498917944093777,0.14806084643875805,0.14806084643875805,1678,1676,0.1502910882221227,0.15011195700850874,1653.0993504887338
2022-04-01,23,False,False,True,0.0018854004426592345,30891,1,treatment,False,-1.7498868759734403,-1.7498868759734403,0.14806146684559732,0.14806146684559732,4638,4497,0.15014081771389726,0.14557638147033117,4573.766772327347
2022-04-01,24,False,False,True,0.0019673743749487665,2454,1,treatment,False,-1.7498819575375029,-1.7498819575375029,0.14806208725458445,0.14806208725458445,361,362,0.14710676446617768,0.14751426242868787,363.3443621227502
2022-04-01,25,False,False,True,0.0020493483072382985,38402,1,treatment,False,-1.7498770391015657,-1.7498770391015657,0.14806270766571933,0.14806270766571933,5769,5683,0.15022655070048435,0.14798708400604135,5685.904099778953
2022-04-01,26,False,False,True,0.0021313222395278305,40329,1,treatment,False,-1.7498721206656283,-1.7498721206656283,0.14806332807900213,0.14806332807900213,5870,5999,0.14555282798978403,0.14875151875821369,5971.245958098077
2022-04-01,27,False,False,True,0.002213296171817362,3987,1,treatment,False,-1.7498672022296908,-1.7498672022296908,0.14806394849443275,0.14806394849443275,602,617,0.15099071983947832,0.15475294707800352,590.3309626473034
2022-04-01,28,False,False,True,0.002295270104106894,41599,1,treatment,False,-1.7498622837937536,-1.7498622837937536,0.14806456891201122,0.14806456891201122,6195,6323,0.14892184908291065,0.1519988461261088,6159.338002170755
2022-04-01,29,False,False,True,0.002377244036396426,27125,1,treatment,False,-1.749857365357816,-1.749857365357816,0.1480651893317376,0.1480651893317376,4032,4056,0.14864516129032257,0.14952995391705068,4016.2682606233825
2022-04-01,30,False,False,True,0.002459217968685958,11942,1,treatment,False,-1.7498524469218788,-1.7498524469218788,0.14806580975361175,0.14806580975361175,1845,1732,0.1544967342153743,0.14503433260760343,1768.2019000776315
2022-04-01,31,False,False,True,0.00254119190097549,10354,1,treatment,False,-1.7498475284859414,-1.7498475284859414,0.14806643017763382,0.14806643017763382,1482,1538,0.1431330886613869,0.14854162642457022,1533.0798180592205
2022-04-01,32,False,False,True,0.002623165833265022,25035,1,treatment,False,-1.749842610050004,-1.749842610050004,0.14806705060380373,0.14806705060380373,3754,3731,0.149950069902137,0.14903135610145796,3706.8586118662265
2022-04-01,33,False,False,True,0.002705139765554554,185,1,control,False,-1.7498376916140668,-1.7498376916140668,0.1480676710321215,0.1480676710321215,27,26,0.14594594594594595,0.14054054054054055,27.39251914094248
2022-04-01,34,False,False,True,0.002787113697844086,6931,1,control,False,-1.7498327731781291,-1.7498327731781291,0.1480682914625872,0.1480682914625872,1022,1030,0.1474534699177608,0.14860770451594288,1026.261328127192
2022-04-01,35,False,False,True,0.002869087630133618,9643,1,control,False,-1.749827854742192,-1.749827854742192,0.1480689118952007,0.1480689118952007,1415,1459,0.14673856683604689,0.15130146220055998,1427.8285174054201
2022-04-01,36,False,False,True,0.0029510615624231498,2747,1,control,False,-1.7498229363062545,-1.7498229363062545,0.14806953232996214,0.14806953232996214,416,402,0.15143793228977065,0.14634146341463414,406.747005310406
2022-04-01,37,False,False,True,0.0030330354947126817,40161,1,control,False,-1.749818017870317,-1.749818017870317,0.14807015276687144,0.14807015276687144,5962,6037,0.14845247877293893,0.15031996215233684,5946.645405270324
2022-04-01,38,False,False,True,0.0031150094270022133,47691,1,control,False,-1.74981309943438,-1.74981309943438,0.1480707732059286,0.1480707732059286,7203,7146,0.15103478643769264,0.14983959237591998,7061.643244963941
2022-04-01,39,False,False,True,0.0031969833592917453,10934,1,control,False,-1.7498081809984423,-1.7498081809984423,0.14807139364713373,0.14807139364713373,1619,1621,0.1480702396195354,0.1482531552954088,1619.0126181377602
2022-04-01,40,False,False,True,0.0032789572915812772,491,1,control,False,-1.749803262562505,-1.749803262562505,0.14807201409048668,0.14807201409048668,68,64,0.1384928716904277,0.13034623217922606,72.70335891842896
2022-04-01,41,False,False,True,0.003360931223870809,5890,1,control,False,-1.7497983441265677,-1.7497983441265677,0.14807263453598754,0.14807263453598754,878,897,0.14906621392190153,0.15229202037351444,872.1478174169666
2022-04-01,42,False,False,True,0.003442905156160341,635,1,control,False,-1.7497934256906302,-1.7497934256906302,0.14807325498363633,0.14807325498363633,107,81,0.16850393700787403,0.12755905511811025,94.02651691460906
2022-04-01,43,False,False,True,0.003524879088449873,84219,1,control,False,-1.749788507254693,-1.749788507254693,0.14807387543343298,0.14807387543343298,12395,12436,0.147175815433572,0.14766264144670443,12470.633715128291
2022-04-01,44,False,False,True,0.003606853020739405,24927,1,control,False,-1.7497835888187554,-1.7497835888187554,0.1480744958853776,0.1480744958853776,3710,3744,0.14883459702330806,0.15019857985317125,3691.0529589348075
2022-04-01,45,False,False,True,0.003688826953028937,2754,1,control,False,-1.7497786703828182,-1.7497786703828182,0.1480751163394701,0.1480751163394701,436,391,0.15831517792302105,0.1419753086419753,407.79887039890065
2022-04-01,46,False,False,True,0.003770800885318469,2763,1,control,False,-1.7497737519468808,-1.7497737519468808,0.1480757367957105,0.1480757367957105,412,397,0.14911328266377127,0.14368440101339125,409.1332607665481
2022-04-01,47,False,False,True,0.003852774817608001,37340,1,control,False,-1.7497688335109434,-1.7497688335109434,0.14807635725409884,0.14807635725409884,5539,5609,0.14833958221746116,0.15021424745581147,5529.171179868051
2022-04-01,48,False,False,True,0.003934748749897533,1633,1,control,False,-1.7497639150750062,-1.7497639150750062,0.1480769777146351,0.1480769777146351,239,241,0.14635639926515615,0.1475811390079608,241.80970460799912
2022-04-01,49,False,False,True,0.004016722682187065,33167,1,control,False,-1.7497589966390685,-1.7497589966390685,0.1480775981773193,0.1480775981773193,4873,4777,0.14692314650104019,0.14402870322911326,4911.2896987471495
2022-04-01,50,False,False,True,0.004098696614476597,15421,0,control,False,-1.949754078203131,-1.949754078203131,0.12458017593163338,0.12458017593163338,1952,1961,0.12658063679398224,0.12716425653329874,1921.1508930417183
2022-04-01,51,False,False,True,0.004180670546766129,4458,0,control,False,-1.9497491597671939,-1.9497491597671939,0.12458071233702925,0.12458071233702925,572,533,0.12830865859129656,0.11956034096007179,555.3808155984764
2022-04-01,52,False,False,True,0.004262644479055661,26376,0,control,False,-1.9497442413312565,-1.9497442413312565,0.12458124874440604,0.12458124874440604,3229,3240,0.12242189869578404,0.12283894449499545,3285.955016882454
2022-04-01,53,False,False,True,0.004344618411345193,17896,0,control,False,-1.949739322895319,-1.949739322895319,0.12458178515376381,0.12458178515376381,2189,2335,0.12231783638801967,0.1304760840411265,2229.515627111757
2022-04-01,54,False,False,True,0.004426592343634724,627,0,control,False,-1.9497344044593818,-1.9497344044593818,0.12458232156510243,0.12458232156510243,79,71,0.12599681020733652,0.11323763955342903,78.11311562131922
2022-04-01,55,False,False,True,0.004508566275924256,13118,0,control,False,-1.9497294860234442,-1.9497294860234442,0.12458285797842208,0.12458285797842208,1635,1648,0.12463790211922549,0.12562890684555572,1634.277930960941
2022-04-01,56,False,False,True,0.004590540208213788,82457,0,control,False,-1.949724567587507,-1.949724567587507,0.12458339439372258,0.12458339439372258,10137,10417,0.12293680342481536,0.12633251270359097,10272.772951523182
2022-04-01,57,False,False,True,0.00467251414050332,14487,0,control,False,-1.9497196491515696,-1.9497196491515696,0.12458393081100408,0.12458393081100408,1856,1801,0.12811486160005522,0.12431835438669152,1804.8474056590162
2022-04-01,58,False,False,True,0.004754488072792852,24763,0,control,False,-1.9497147307156322,-1.9497147307156322,0.12458446723026653,0.12458446723026653,3156,3024,0.12744820902152404,0.12211767556435003,3085.08516202309
2022-04-01,59,False,False,True,0.004836462005082384,40859,0,control,False,-1.949709812279695,-1.949709812279695,0.12458500365150992,0.12458500365150992,5071,5060,0.1241097432634181,0.12384052473139333,5090.418664197044
2022-04-01,60,False,False,True,0.004918435937371916,19376,0,control,False,-1.9497048938437573,-1.9497048938437573,0.12458554007473431,0.12458554007473431,2465,2489,0.12721924029727497,0.12845788604459124,2413.969424488052
2022-04-01,61,False,False,True,0.005000409869661448,19776,0,control,False,-1.9496999754078201,-1.9496999754078201,0.1245860764999396,0.1245860764999396,2460,2459,0.12439320388349515,0.12434263754045308,2463.8142488628055
2022-04-01,62,False,False,True,0.00508238380195098,9277,0,control,False,-1.9496950569718827,-1.9496950569718827,0.12458661292712588,0.12458661292712588,1118,1181,0.12051309690632747,0.12730408537242643,1155.7900081249468
2022-04-01,63,False,False,True,0.005164357734240512,12678,0,control,False,-1.9496901385359453,-1.9496901385359453,0.12458714935629313,0.12458714935629313,1525,1533,0.12028711153178735,0.12091812588736393,1579.5158795390844
2022-04-01,64,False,False,True,0.005246331666530044,18680,0,control,False,-1.949685220100008,-1.949685220100008,0.12458768578744135,0.12458768578744135,2340,2306,0.1252676659528908,0.1234475374732334,2327.2979705094044
2022-04-01,65,False,False,True,0.005328305598819576,47426,0,control,False,-1.9496803016640707,-1.9496803016640707,0.12458822222057056,0.12458822222057056,5941,5887,0.1252688398768608,0.12413022392780332,5908.72102703278
2022-04-01,66,False,False,True,0.005410279531109108,4169,0,control,False,-1.9496753832281333,-1.9496753832281333,0.12458875865568078,0.12458875865568078,532,520,0.1276085392180379,0.12473015111537539,519.4105348355332
2022-04-01,67,False,False,True,0.00549225346339864,13209,0,control,False,-1.9496704647921959,-1.9496704647921959,0.12458929509277195,0.12458929509277195,1649,1737,0.12483912483912483,0.13150124914830796,1645.6999988804246
2022-04-01,68,False,False,True,0.005574227395688172,24446,0,control,False,-1.9496655463562584,-1.9496655463562584,0.12458983153184414,0.12458983153184414,3007,3019,0.1230058087212632,0.12349668657449071,3045.7230216274615
2022-04-01,69,False,False,True,0.005656201327977704,13499,0,control,False,-1.9496606279203212,-1.9496606279203212,0.12459036797289731,0.12459036797289731,1673,1695,0.12393510630417068,0.1255648566560486,1681.8453772661408
2022-04-01,70,False,False,True,0.005738175260267236,39012,0,control,False,-1.9496557094843838,-1.9496557094843838,0.1245909044159315,0.1245909044159315,4917,4747,0.12603814211011996,0.12168050856146827,4860.540363074319
2022-04-01,71,False,False,True,0.0058201491925567676,22987,0,control,False,-1.9496507910484464,-1.9496507910484464,0.12459144086094669,0.12459144086094669,2816,2913,0.1225040240135729,0.12672380040892678,2863.9834510705814
2022-04-01,72,False,False,True,0.0059021231248462995,7222,0,control,False,-1.949645872612509,-1.949645872612509,0.12459197730794291,0.12459197730794291,936,886,0.1296039878150097,0.1226806978676267,899.8032601179638
2022-04-01,73,False,False,True,0.0059840970571358315,15764,0,control,False,-1.9496409541765716,-1.9496409541765716,0.12459251375692014,0.12459251375692014,1958,2017,0.12420705404719615,0.12794975894443034,1964.076386864089
2022-04-01,74,False,False,True,0.0060660709894253635,25875,0,control,False,-1.9496360357406344,-1.9496360357406344,0.12459305020787835,0.12459305020787835,3163,3176,0.12224154589371981,0.122743961352657,3223.8451741288522
2022-04-01,75,False,False,True,0.006148044921714895,12633,0,control,False,-1.949631117304697,-1.949631117304697,0.12459358666081764,0.12459358666081764,1596,1542,0.12633578722393732,0.12206126810733793,1573.9907802861094
2022-04-01,76,False,False,True,0.0062300188540044266,34098,0,control,False,-1.9496261988687595,-1.9496261988687595,0.12459412311573795,0.12459412311573795,4138,4190,0.12135609126634993,0.12288110739632822,4248.410410000432
2022-04-01,77,False,False,True,0.0063119927862939585,20194,0,control,False,-1.9496212804328221,-1.9496212804328221,0.12459465957263928,0.12459465957263928,2503,2528,0.12394770723977419,0.1251856987223928,2516.064555409878
2022-04-01,78,False,False,True,0.0063939667185834905,16345,0,control,False,-1.9496163619968847,-1.9496163619968847,0.12459519603152167,0.12459519603152167,2029,1962,0.12413582135209544,0.12003670847353931,2036.5084791352217
2022-04-01,79,False,False,True,0.0064759406508730225,68129,0,control,False,-1.9496114435609475,-1.9496114435609475,0.12459573249238505,0.12459573249238505,8434,8569,0.123794566190609,0.1257761012197449,8488.5826589737
2022-04-01,80,False,False,True,0.0065579145831625545,39745,0,control,False,-1.94960652512501,-1.94960652512501,0.12459626895522953,0.12459626895522953,4988,5032,0.12550006290099383,0.12660712039250221,4952.078709625598
2022-04-01,81,False,False,True,0.0066398885154520864,7768,0,control,False,-1.9496016066890727,-1.9496016066890727,0.12459680542005505,0.12459680542005505,1000,934,0.12873326467559218,0.12023686920700309,967.8679845029876
2022-04-01,82,False,False,True,0.006721862447741618,52620,0,control,False,-1.9495966882531353,-1.9495966882531353,0.12459734188686164,0.12459734188686164,6464,6503,0.12284302546560243,0.12358418852147472,6556.31213008666
2022-04-01,83,False,False,True,0.00680383638003115,39932,0,control,False,-1.9495917698171978,-1.9495917698171978,0.12459787835564926,0.12459787835564926,5058,4970,0.12666533106280678,0.12446158469397976,4975.442478497786
2022-04-01,84,False,False,True,0.006885810312320682,1162,0,control,False,-1.9495868513812606,-1.9495868513812606,0.12459841482641795,0.12459841482641795,144,134,0.12392426850258176,0.1153184165232358,144.78335802829767
2022-04-01,85,False,False,True,0.006967784244610214,13529,0,control,False,-1.9495819329453232,-1.9495819329453232,0.12459895129916772,0.12459895129916772,1708,1723,0.12624732057062607,0.1273560499667381,1685.69921212644
2022-04-01,86,False,False,True,0.007049758176899746,7475,0,control,False,-1.9495770145093858,-1.9495770145093858,0.1245994877738986,0.1245994877738986,893,889,0.11946488294314381,0.11892976588628762,931.3811711098921
2022-04-01,87,False,False,True,0.007131732109189278,8846,0,control,False,-1.9495720960734484,-1.9495720960734484,0.12460002425061054,0.12460002425061054,1103,1120,0.12468912502826136,0.1266108975808275,1102.2118145209008
2022-04-01,88,False,False,True,0.00721370604147881,9998,0,control,False,-1.949567177637511,-1.949567177637511,0.12460056072930355,0.12460056072930355,1256,1269,0.125625125025005,0.1269253850770154,1245.7564061715768
2022-04-01,89,False,False,True,0.007295679973768342,54263,0,control,False,-1.9495622592015738,-1.9495622592015738,0.12460109720997764,0.12460109720997764,6754,6949,0.12446786945063856,0.12806147835541715,6761.229337905017
2022-04-01,90,False,False,True,0.007377653906057874,14486,0,control,False,-1.9495573407656364,-1.9495573407656364,0.12460163369263284,0.12460163369263284,1849,1838,0.12764048046389617,0.12688112660499792,1804.9792656714794
2022-04-01,91,False,False,True,0.007459627838347406,26835,0,control,False,-1.949552422329699,-1.949552422329699,0.12460217017726911,0.12460217017726911,3359,3473,0.12517234954350662,0.12942053288615613,3343.6992367070166
2022-04-01,92,False,False,True,0.007541601770636938,7572,0,control,False,-1.9495475038937615,-1.9495475038937615,0.12460270666388652,0.12460270666388652,965,948,0.1274432118330692,0.12519809825673534,943.4916948589488
2022-04-01,93,False,False,True,0.00762357570292647,3803,0,control,False,-1.949542585457824,-1.949542585457824,0.12460324315248503,0.12460324315248503,476,469,0.12516434393899553,0.12332369182224559,473.8661337089006
2022-04-01,94,False,False,True,0.007705549635216002,33703,0,control,False,-1.949537667021887,-1.949537667021887,0.12460377964306463,0.12460377964306463,4152,4214,0.1231937809690532,0.12503337981782037,4199.521185310207
2022-04-01,95,False,False,True,0.007787523567505534,24204,0,control,False,-1.9495327485859495,-1.9495327485859495,0.12460431613562535,0.12460431613562535,3007,3065,0.1242356635266898,0.12663196165922988,3015.922867746676
2022-04-01,96,False,False,True,0.007869497499795066,3641,0,control,False,-1.949527830150012,-1.949527830150012,0.12460485263016721,0.12460485263016721,462,454,0.1268882175226586,0.12469101895083769,453.6862684264388
2022-04-01,97,False,False,True,0.007951471432084597,16337,0,control,False,-1.9495229117140747,-1.9495229117140747,0.12460538912669018,0.12460538912669018,2036,1989,0.12462508416477934,0.12174817898022892,2035.6782421627374
2022-04-01,98,False,False,True,0.00803344536437413,36308,0,control,False,-1.9495179932781372,-1.9495179932781372,0.12460592562519429,0.12460592562519429,4463,4571,0.12292056846975873,0.12589511953288532,4524.191947599555
2022-04-01,99,False,False,True,0.008115419296663661,29395,0,control,False,-1.9495130748422,-1.9495130748422,0.12460646212567951,0.12460646212567951,3619,3704,0.12311617622044566,0.12600782445994216,3662.8069541843493
2022-04-02,0,False,True,False,0.008197393228953194,3188,1,treatment,False,-1.6995081564062626,-1.6995081564062626,0.1545295136011644,0.1545295136011644,516,493,0.1618569636135508,0.15464240903387705,492.6400893605121
2022-04-02,1,False,True,False,0.008279367161242725,10054,1,treatment,False,-1.6995032379703252,-1.6995032379703252,0.15453015619661498,0.15453015619661498,1487,1553,0.14790133280286452,0.154465884225184,1553.646190400767
2022-04-02,2,False,True,False,0.008361341093532258,31881,1,treatment,False,-1.699498319534388,-1.699498319534388,0.15453079879424927,0.15453079879424927,4940,4870,0.15495122486747592,0.15275555973777485,4926.596396359461
2022-04-02,3,False,True,False,0.008443315025821789,2513,1,treatment,False,-1.6994934010984504,-1.6994934010984504,0.1545314413940674,0.1545314413940674,429,360,0.17071229606048546,0.14325507361719061,388.3375122232914
2022-04-02,4,False,True,False,0.008525288958111322,7559,1,treatment,False,-1.6994884826625132,-1.6994884826625132,0.15453208399606927,0.15453208399606927,1181,1229,0.1562375975658156,0.16258764386823654,1168.1080229262875
2022-04-02,5,False,True,False,0.008607262890400853,34460,1,treatment,False,-1.6994835642265758,-1.6994835642265758,0.15453272660025488,0.15453272660025488,5343,5230,0.15504933255948927,0.1517701683110853,5325.197758644783
2022-04-02,6,False,True,False,0.008689236822690386,2504,1,treatment,False,-1.6994786457906383,-1.6994786457906383,0.15453336920662433,0.15453336920662433,401,404,0.16014376996805113,0.16134185303514376,386.95155649338733
2022-04-02,7,False,True,False,0.008771210754979917,12084,1,treatment,False,-1.6994737273547011,-1.6994737273547011,0.15453401181517748,0.15453401181517748,1823,1862,0.1508606421714664,0.1540880503144654,1867.3889987746047
2022-04-02,8,False,True,False,0.008853184687269448,16299,1,treatment,False,-1.6994688089187637,-1.6994688089187637,0.1545346544259145,0.1545346544259145,2485,2470,0.15246334130928277,0.15154303945027303,2518.76033248798
2022-04-02,9,False,True,False,0.00893515861955898,2652,1,treatment,False,-1.6994638904828263,-1.6994638904828263,0.15453529703883526,0.15453529703883526,446,425,0.16817496229260936,0.16025641025641027,409.8276077469911
2022-04-02,10,False,True,False,0.009017132551848512,11045,1,treatment,False,-1.699458972046889,-1.699458972046889,0.1545359396539398,0.1545359396539398,1703,1725,0.15418741511996378,0.1561792666364871,1706.849453477765
2022-04-02,11,False,True,False,0.009099106484138045,34169,1,treatment,False,-1.6994540536109515,-1.6994540536109515,0.15453658227122818,0.15453658227122818,5343,5204,0.1563698088911001,0.15230179402382277,5280.360479625596
2022-04-02,12,False,True,False,0.009181080416427576,8726,1,treatment,False,-1.6994491351750143,-1.6994491351750143,0.15453722489070032,0.15453722489070032,1392,1342,0.1595232638093055,0.1537932615173046,1348.491824396251
2022-04-02,13,False,True,False,0.009263054348717109,13573,1,treatment,False,-1.6994442167390769,-1.6994442167390769,0.15453786751235626,0.15453786751235626,2122,2119,0.15633979223458336,0.15611876519560894,2097.5424757452115
2022-04-02,14,False,True,False,0.00934502828100664,39709,1,treatment,False,-1.6994392983031394,-1.6994392983031394,0.15453851013619602,0.15453851013619602,6176,6011,0.15553149160140017,0.15137626230829282,6136.569698998208
2022-04-02,15,False,True,False,0.009427002213296173,2112,1,treatment,False,-1.699434379867202,-1.699434379867202,0.15453915276221958,0.15453915276221958,313,316,0.14820075757575757,0.14962121212121213,326.38669063380775
2022-04-02,16,False,True,False,0.009508976145585704,15596,1,treatment,False,-1.6994294614312646,-1.6994294614312646,0.15453979539042695,0.15453979539042695,2403,2470,0.15407796870992563,0.1583739420364196,2410.2026489090986
2022-04-02,17,False,True,False,0.009590950077875237,38028,1,treatment,False,-1.6994245429953274,-1.6994245429953274,0.15454043802081813,0.15454043802081813,5869,5853,0.15433364889029136,0.15391290627958346,5876.863777055672
2022-04-02,18,False,True,False,0.009672924010164768,20987,1,treatment,False,-1.69941962455939,-1.69941962455939,0.15454108065339314,0.15454108065339314,3216,3345,0.15323771858769714,0.15938438080716635,3243.3536596727618
2022-04-02,19,False,True,False,0.0097548979424543,8457,1,treatment,False,-1.6994147061234526,-1.6994147061234526,0.15454172328815194,0.15454172328815194,1321,1319,0.15620196287099444,0.15596547238973632,1306.959353847901
2022-04-02,20,False,True,False,0.009836871874743832,21607,1,treatment,False,-1.6994097876875152,-1.6994097876875152,0.1545423659250946,0.1545423659250946,3400,3324,0.15735641227380015,0.15383903364650345,3339.196900543519
2022-04-02,21,False,True,False,0.009918845807033365,1470,1,treatment,False,-1.6994048692515777,-1.6994048692515777,0.1545430085642211,0.1545430085642211,227,215,0.154421768707483,0.14625850340136054,227.178222589405
2022-04-02,22,False,True,False,0.010000819739322896,11165,1,treatment,False,-1.6993999508156405,-1.6993999508156405,0.15454365120553135,0.15454365120553135,1731,1697,0.15503806538289297,0.15199283475145545,1725.4798657097574
2022-04-02,23,False,True,False,0.010082793671612428,30891,1,treatment,False,-1.6993950323797031,-1.6993950323797031,0.1545442938490255,0.1545442938490255,4577,4819,0.1481661325305105,0.156000129487553,4774.027781290246
2022-04-02,24,False,True,False,0.01016476760390196,2454,1,treatment,False,-1.6993901139437657,-1.6993901139437657,0.1545449364947035,0.1545449364947035,346,357,0.14099429502852487,0.14547677261613692,379.2532741580024
2022-04-02,25,False,True,False,0.010246741536191492,38402,1,treatment,False,-1.6993851955078285,-1.6993851955078285,0.15454557914256525,0.15454557914256525,5973,5884,0.15553877402218635,0.15322118639654184,5934.859330232791
2022-04-02,26,False,True,False,0.010328715468481024,40329,1,treatment,False,-1.6993802770718909,-1.6993802770718909,0.15454622179261096,0.15454622179261096,6160,6227,0.15274368320563367,0.1544050187210196,6232.694578674207
2022-04-02,27,False,True,False,0.010410689400770556,3987,1,treatment,False,-1.6993753586359537,-1.6993753586359537,0.15454686444484045,0.15454686444484045,610,652,0.1529972410333584,0.163531477301229,616.1783485415789
2022-04-02,28,False,True,False,0.010492663333060087,41599,1,treatment,False,-1.6993704402000163,-1.6993704402000163,0.1545475070992538,0.1545475070992538,6357,6382,0.1528161734657083,0.15341714945070795,6429.021747821859
2022-04-02,29,False,True,False,0.010574637265349619,27125,1,treatment,False,-1.6993655217640788,-1.6993655217640788,0.15454814975585102,0.15454814975585102,4383,4226,0.1615852534562212,0.15579723502304146,4192.118562127459
2022-04-02,30,False,True,False,0.010656611197639151,11942,1,treatment,False,-1.6993606033281417,-1.6993606033281417,0.15454879241463207,0.15454879241463207,1819,1822,0.15231954446491375,0.15257075866688996,1845.621679015536
2022-04-02,31,False,True,False,0.010738585129928683,10354,1,treatment,False,-1.699355684892204,-1.699355684892204,0.154549435075597,0.154549435075597,1590,1575,0.15356384006181187,0.1521151245895306,1600.2048507727316
