time,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,t1,t2,t3,t4
2019-04-07,4.07540092666181,2.8797422651612616,2.2342300279812206,2.446430993184786,0.0,2.4979335375897014,1.5492930794969033,1.22945151479522,4.144614847436372,2.624328198106405,3.7039608127189987,3.2566014683645514,2.7184872240401354,2.296612767956484,2.655859468537909,2.152761072752555
2019-04-14,4.096150234929616,3.0009891036657024,2.1089787994827294,2.4113623791272647,0.0,2.4095942034281035,1.4862905126090458,1.1529355260332637,4.323647993868354,2.573015509382762,3.480508118212271,3.0767888104306076,2.5441150670967043,2.4058001868822743,2.621984005070683,1.8762607000093068
2019-04-21,3.9994139398315838,2.77554421545367,2.2553044176230426,2.2563689784701317,0.0,2.457903336833757,1.5359392028762628,0.8719595900572931,3.9587491251798457,2.7608408420326347,3.6015309116178873,3.1661857756665186,2.605707664127921,2.2250777062370766,2.6469119063872877,2.0559476114023583
2019-04-28,4.109720898896629,2.8396669991225783,2.3524982002728727,2.2782992797606565,0.0,2.2081576684353794,1.4198285083075113,0.9881383206401346,4.030866219589263,2.759923868717599,3.581723626597337,3.2020345071466836,2.601218583456214,2.2563320143078567,2.522349061478528,2.086053924062189
2019-05-05,3.975693419005199,2.9939705377820047,2.2659846292431975,2.377007713433725,0.0,2.262447046148974,1.4518579910969975,1.092546227036705,4.044104508008201,2.740008308855562,3.568334144520812,3.296705039278828,2.668352055180418,2.2258221288127347,2.5662133090868235,1.9223714700990537
2019-05-12,3.823134202902927,2.779892545252502,1.9408816358206358,2.3364544754593646,0.0,2.0764416950497244,1.5034467926663504,0.9000426876973049,4.004595221179672,2.785236545989025,3.3745218460969855,3.1338196037114,2.4993334524547026,2.1040777474225885,2.436438340252899,1.7160544693115398
2019-05-19,3.865353396795149,3.0928345533973083,1.9292594666167615,2.4055406042516796,0.0,2.131037929529875,1.5328288871458717,0.8157706060225047,3.944679006963039,2.648160149496628,3.563979930901444,3.199897925057806,2.4028997469131195,2.193195840879845,2.494029684074352,2.007441694823358
2019-05-26,3.9981768658266565,3.075575995903376,2.205845090126493,2.5167166745835154,0.0,2.003704623787626,1.229565662329962,0.5110127764896908,4.087806807638017,2.66784776352105,3.5686881718067833,3.3269553646969983,2.672411757038306,2.3228577868505558,2.572798182147168,1.8337637774575692
2019-06-02,3.7850918853838706,3.157781080401943,1.9460670377857363,2.4808422775918957,0.0,1.8297874303282844,1.4174872787006807,0.7834674798848138,4.165083225489255,2.614384432772949,3.5200603513275834,3.276320320711041,2.3394151322499335,2.1805618002227773,2.3169351153210584,1.7778734933658593
2019-06-09,3.8069502224592457,2.939545423618909,1.9590299925055916,2.476829299391501,0.0,2.17357269907108,1.4348496642651998,0.5414685560472783,4.049461657814679,2.497097397937274,3.233830509442466,2.928415155009834,2.53399152534607,2.090480207687597,2.515675632541179,1.817083545727553
2019-06-16,3.959983122657643,3.1405831407076574,1.8753242031133228,2.447291583419592,0.0,2.033983988967504,1.2649105331631725,0.7121192523729928,4.088372383181687,2.4427071569959753,3.3981009408226535,3.0651820855818355,2.23298558469898,2.277579596287203,2.2664847715015326,1.8191720947695442
2019-06-23,3.8654395635709675,3.3744189704085823,1.6926079436763233,2.4695599124181555,0.0,2.0127480062071417,1.3341574422432663,0.34993388239209466,3.888087206327773,2.2540940447226916,3.2684947013092587,3.27362795107468,2.2766769871985444,2.0980184371882338,2.3723462478515174,1.659962607446115
2019-06-30,3.769097319836259,3.5081585690675734,1.7196054884393013,2.837631417656808,0.0,1.9071952029251007,1.060699082777321,0.29039296597862496,4.120626413140317,2.190464549007539,3.3285868019135196,3.0922142812760782,2.471950908942068,2.3323753857097236,2.487468703447899,1.7339376671468494
2019-07-07,3.962975294240099,3.5251294542565343,1.7052759477924362,2.834317077670189,0.0,2.0323116730407764,1.1744294902847632,0.415196827978747,3.8918176009903034,2.03576988843059,3.4056364137893653,3.087299528022178,2.3798653133344505,2.2909431128971267,2.296025380337147,1.7602106060282523
2019-07-14,3.829810449638197,3.7169292680787573,1.6457564602147303,3.0159027877414637,0.0,1.8180574199548696,1.080613432735863,0.3760316063702682,4.103969888791756,1.7962943833139238,3.3243349588251982,3.092231047674856,2.43040778981887,2.0536951295214756,2.579707079257359,1.763161406680538
2019-07-21,3.7555333640926114,3.619675839776635,1.4151830874573845,3.071290261084818,0.2954533563529549,1.9873442885568753,1.1376740281930127,0.1661228002750489,3.9396064237725246,1.962104729654286,3.469945747076621,2.791713055769425,2.3582644843176173,2.4679192817578746,2.3135082240066667,1.7316987851535863
2019-07-28,3.8716505170134727,3.576664973824128,1.5554703607705973,3.203296208330242,0.20845392238102922,2.056589690514082,1.1630576267372528,0.18708242074299772,3.94555444649299,1.7385847606125355,3.5339025603591177,2.941041974094303,2.406747136904611,2.2555265405985265,2.2141947215572526,1.8673988276793239
2019-08-04,3.8777214382007554,3.6525146605856627,1.3033883294011412,3.445961231543053,0.4140549070995684,2.1612805126689962,1.1447296114537868,0.14468355442238925,3.952730165017418,1.393868381096554,3.3948979139821507,2.7616918354153155,2.3824167710242503,2.369971915929737,2.499236451023346,1.8156713339477295
2019-08-11,4.16385911828398,3.685905912836358,1.4418013018606999,3.6406085311512797,0.7781285887492637,2.1373057930757455,1.152428103592697,0.08149769177126702,4.175003311217536,1.374129160692454,3.5307219492904554,2.732115785550414,2.403671721662727,2.4141561379820464,2.497177617309464,1.7911828214571974
2019-08-18,4.122628588653307,3.7074619772588266,1.3266999145789231,3.9565390812798187,0.7794651315732604,2.4668449566728547,1.1305578936909952,0.19374462019984887,4.062829198938919,1.5097681065031194,3.5817311892672956,2.8139856250584594,2.5941434359591735,2.551478750639469,2.57791549590374,1.6582973684640523
2019-08-25,4.021598295301411,3.6438784648933003,1.5183663550010498,3.9071307425275807,0.7192068804523204,2.2377644157657,1.0703368064595824,0.10143305402640657,4.121455569644546,1.4657010354554887,3.7614028159457775,2.6975337963230284,2.516858422774829,2.5267837429082305,2.5747294256378352,1.8928523163974005
2019-09-01,4.078583894296146,3.6275118413354006,1.4843283025628828,4.008424064608703,0.6910113770716354,2.4626581482398273,1.3094273337804416,0.232658852135731,3.960618783070318,1.0794560280060048,3.667960862593018,2.5232520481175333,2.638886596181909,2.62374402924791,2.74605408163934,2.018934804912286
2019-09-08,4.290620842482318,3.48864546675755,1.3984293839342528,4.432280324471216,0.968148871965785,2.652727122964916,1.1561650158468741,0.3194113276358794,4.081781414333714,1.3471714372895138,3.7651890556467245,2.4469996370874534,2.4939783969306655,2.694312932473016,2.5615428023492472,1.8599317318536472
2019-09-15,4.278465498332384,3.395090679579946,1.4222540487308164,4.273307086449475,1.0091196352114236,2.791865616390763,1.2045725220767738,0.39973636391424133,4.000864094894373,1.4732362581046974,3.8710393932046987,2.3468988620394993,2.527778992786618,2.7120599761317328,2.5805354742484496,1.7492741685644584
2019-09-22,4.312802827596047,3.526662116202075,1.551348037259137,4.595028186890194,1.2205472678371645,2.5280248925241584,1.324258983348469,0.29104465522888334,3.9582225571790146,1.2270565731340128,4.003143928315518,2.4601705141811734,2.5596006421089905,2.7824219908374803,2.756214843155445,1.906016503883924
2019-09-29,4.43711560194079,3.0448924545905287,1.467756694951105,4.638951840142328,1.4226142176560659,2.480701414697654,1.4613563070849789,0.5034834965553975,3.723281911028877,1.3119428038739767,3.936112076323988,2.4127203370256707,2.630168890916957,2.814099861521755,2.812032049122971,1.8107359085326917
2019-10-06,4.452762862501384,3.211983777080542,1.9012738541739158,4.508842904987067,1.1519669900735539,2.6854172274890855,1.3375389594086602,0.4400218310130415,3.7288270316391974,1.4436008790856159,4.000594383834892,2.4993372363453106,2.7862660006136,2.9685544293759447,2.648163731129633,1.9359985227297045
2019-10-13,4.661625730958062,3.106780370099098,1.9829683618823652,4.541212422381408,1.2914494612989729,2.6852599578837064,1.4894408377438153,0.21367979045190838,3.6765654850626515,1.510391871074939,3.834031616213292,2.580580419148875,2.921250747486249,2.998195480607111,2.7766674250240486,2.0594584852686384
2019-10-20,4.754912181024579,3.0878844418253353,2.3228362381204954,4.3074898882893375,1.429424466444494,2.860074332752534,1.5384923799136148,0.5966429220599794,3.64747643032052,1.614244214842002,4.215197932065946,2.4464884769712625,2.7106165430495603,2.884485597251219,2.8297131172728647,2.223309186929453
2019-10-27,4.789118950211161,3.0900802646209264,2.2810346519842457,4.221193195694631,1.4366470568183518,2.7615554828262443,1.5382129515178666,0.3811873152561591,3.9743966091724556,1.8148751506683414,4.119144612160134,2.6526055173149667,2.7864639328491703,2.771364741305322,2.8522746491787276,1.9832827529347647
2019-11-03,4.794926849267704,2.8958737254214535,2.35436980746579,3.9167838315511507,1.3913488627179325,3.068583188059346,1.4936233864897517,0.5762038573279652,3.9805471493677556,1.8825822677003174,3.9050469761375095,2.739723135186007,2.869025711397683,2.5804578784225845,2.946995142701765,2.02555694082322
2019-11-10,4.737668521842187,3.049843767544227,2.2730107254120924,4.0120252654769635,1.1671996867779248,2.993995121109069,1.7468616505047003,0.6369080439558454,3.880253307205591,1.7983143465798155,3.919511718035423,2.663201081704239,2.8817295404890184,2.9578521958581723,2.873006578813427,2.103711837150232
2019-11-17,4.840807997539578,3.227120572929824,2.459309704699416,3.8281081233348573,1.3968425428721614,3.0519300644414447,1.5770727398715074,0.7241013104342029,4.052509075463713,1.9087358054398564,3.811905544643565,2.7394428053700053,3.0222132113345967,2.5652248665883337,2.8576004601589795,2.1656691834659414
2019-11-24,4.800550632002293,3.037075135455054,2.739066279360964,3.4294007528860986,1.4208741852365705,2.9425055034838277,1.6248995991389177,0.8149437500780636,3.927545010391268,2.058880996043665,3.928129522314144,2.8007190148358037,2.9674824762395335,2.816265096039878,3.1334598338972235,2.1256519712479163
2019-12-01,5.043601267869221,3.101020859282832,2.636561951426129,3.299461418405731,1.3343836052311584,3.176140109186704,1.6407385521052615,0.6870291266615096,3.702664192289297,2.1608835810743177,3.846234926448478,2.878991868058327,2.7068543917718433,2.8714568553349467,2.8105468226382744,2.1619742795888017
2019-12-08,4.972546570451678,3.0295120332948304,2.762849233150867,3.1734697082339594,1.087875560051154,3.067021566278413,1.65148482808648,1.0001755697697026,4.067392211942509,1.956567966319963,3.9776147858304594,2.8433949180462164,3.03162696044061,2.5630353983846708,3.256366589409596,2.3311800191219234
2019-12-15,5.1701149131239,3.058725329617889,2.894607792560195,2.723490862961546,1.1894689626636352,3.200707221704757,1.9131839074493924,0.8439675889648981,4.03716635602594,2.139593546702008,3.833977545994988,2.8741665174446016,2.914546502485429,2.7526636087093452,3.024386952140169,2.194931867290918
2019-12-22,5.070896666011211,3.0010986005492706,2.82594552408998,2.730394336766988,1.066605307480865,3.1590185918253826,1.8887697466814293,1.0425952067304396,4.027795756500203,2.151125555687092,3.7827854118893782,2.9658878483540723,2.9983821925147276,2.552761125945155,3.0063896610850716,2.038449463018756
2019-12-29,5.091358811162243,3.0987477598903705,2.894628935587495,2.6336903953250865,0.8575491995097062,3.1419383689992055,1.6998130468638677,0.9616471457809184,4.061211784111974,2.1147572738189564,3.948950500608732,2.7788423108442206,3.0265933196771284,2.3750785197556303,2.9401777395787194,2.3040622644224973
2020-01-05,5.090618448546546,3.1988123749369226,2.8716468039874843,2.6287137146509516,1.1555773415152677,3.449104569979867,1.8504165962219572,0.9581680160264048,3.7748778332885946,2.0679671791840515,3.949128903189318,2.8351837462213894,3.0386083286202457,2.623572844332693,2.9731296673867535,2.3444265786508156
2020-01-12,5.102948948897607,3.148997788395963,2.7728574725177166,2.4006146115326357,0.8719258882619733,3.2776725244353004,1.7814169169673864,1.008395732516363,4.096070262972453,2.177175971775175,3.91875924475108,2.7084440410765493,3.307692287266155,2.5379753183591864,3.1001367927472576,2.242165333349835
2020-01-19,5.11652402879883,2.9625599638989493,2.7510130545136353,2.2895060059021355,0.8122496609893783,3.0997920765889986,1.8019090867550238,1.0509160595556026,4.336150514600574,1.9559947081808045,3.699102995298753,2.9686028764826995,2.9471520459800034,2.3236463816317228,3.0276900887619362,2.1278178223420494
2020-01-26,5.125385567954624,3.1156143398913847,2.841872385220084,2.2136808438986844,0.6142206850481202,3.1776420719629304,1.9595039829657235,0.9352311001266648,4.197932589177266,2.210269380694248,3.8721498160827528,2.7160446333975394,3.0718514395665135,2.594440440319175,2.8797196835768233,2.100917860880319
2020-02-02,5.0386522547587775,3.1222663197363203,2.7416216759590757,2.1902539594078183,0.6355036116456929,3.1371282402587046,1.918528529973033,1.0974895876081463,4.1433654208576485,2.163495553845145,3.704796031200749,2.8670107136678977,3.0773651454747966,2.4966250802535725,2.8880892039724877,2.4659429052305106
2020-02-09,4.793816898471057,3.119044745403381,2.8546402772544526,2.204788909140465,0.5034419466727786,3.009676341248374,1.6431457927114024,1.1109029006552016,4.2954811960600034,2.174014131468845,3.6939440871488887,2.7809901351713373,3.000344366580223,2.511719370916533,2.9145357996740864,2.188512817847619
2020-02-16,4.78519235180603,3.051504630294564,2.880185745756789,2.166005780789346,0.458232950696699,3.2033834134828414,1.9513122985428188,1.0775103218256825,4.362392531937796,2.188902037372358,3.7210358358648494,2.9018993932935393,2.8954612850123764,2.444858576867551,2.958846157017108,2.1395863963111292
2020-02-23,4.490361133438634,3.1105497449655375,2.688539845962387,2.1840175677079405,0.26844087649382065,2.89838873279607,1.6065448425601236,1.202621475649724,4.241428228919685,2.1675560981719735,3.9743309569934486,2.9258195518773507,2.879849841864124,2.3093330782544577,3.055133590981597,2.324274905971609
2020-03-01,4.431862029147058,3.033240621512438,2.467380318326428,2.140156614691314,0.2917875379065549,2.9740355105474103,1.6815118056697236,1.259334339064979,4.3333692249524125,2.3131506822593213,3.789696970529106,2.9484033330026973,2.974417927483164,2.267094517912685,2.8240446111342044,2.4017846576758255
2020-03-08,4.5231154191908205,3.01039262088709,2.407523886533219,2.1290883112956203,0.20728858550413837,2.730729922248375,1.5428975417509228,1.1066327900299684,4.258527827119777,2.4414067764190652,3.8278382969293823,2.849614219666288,2.9414412309704643,2.3555466599739803,2.797673324515298,2.1098274462731847
2020-03-15,4.458946580239868,3.0876449746653614,2.475408054432854,2.0551375192201338,0.0,2.580729343116681,1.597066134693131,1.311315253843295,4.428120929112583,2.543794932007193,3.4946888528925992,2.9187130103629704,2.7546101040106206,2.371167756260138,2.7132279532517725,2.1608793210693586
2020-03-22,4.301997027018525,2.895042576056694,2.3866814528265996,2.376716984685773,0.0,2.9278095416563947,1.3951542162524553,1.1232255825961883,4.3015338073673615,2.6043167742927498,3.6939159697820947,2.9658371544406714,2.75165201080672,2.269581874625922,2.6262012866830644,1.9697368739041405
2020-03-29,4.203435193572733,2.931475850994109,2.2941191866530155,2.2258969950923175,0.0,2.5826657916581452,1.5356723678313906,1.182988888651448,4.153812799361892,2.540423537379147,3.6457004471953365,3.222567874004397,2.68247303141096,2.298383179181063,2.5353241358950767,2.1120835376332727
2020-04-05,3.9764675319020193,2.9244546152923045,2.1993555125208695,2.346635179164287,0.0,2.7175713782930613,1.4808245737716694,1.142745232777095,4.106504122644174,2.6091164777718627,3.5839601604345193,3.0328461430129567,2.5884183241967453,2.3851233978115762,2.4895330897226446,2.12101042184639
2020-04-12,3.952694144243092,2.8098862634549686,2.1482948525944168,2.3034445230991345,0.0,2.286046333547779,1.5492106742574052,1.1171637212065662,4.260111585354197,2.596776920717657,3.7184665806466883,3.216028587841093,2.60866733095044,2.12063391487459,2.606277347870992,2.0650962348972217
2020-04-19,4.247514489108741,2.875787137793954,2.1611396893390875,2.480079420823346,0.0,2.3286544605610797,1.4052814304966639,1.1423573316597464,3.994190758132458,2.6698103048146318,3.4640058303483094,3.1023338777230456,2.4756845296338668,2.3290295061175925,2.663647430811768,1.9191886982288708
2020-04-26,3.8839449162423874,2.9398052601006444,2.239429161948923,2.5926624654524106,0.0,2.250123664561094,1.3959130229274788,0.9086891188172355,4.095884744876442,2.777071834572564,3.752874992366521,3.2439135658701885,2.606846939048945,2.380207369853356,2.5662711856378264,2.1062719572083695
2020-05-03,4.123884296413319,2.80124324859197,1.9322891234925914,2.229385310888719,0.0,2.224069872462128,1.410433040110333,1.1345174875352306,3.911681569689911,2.601749480991931,3.5066576700744716,3.0860215758757303,2.570890839977446,2.1004575664366145,2.613291368640111,2.0255585528302933
2020-05-10,3.8315304785104374,2.9969895795934955,2.186102058043861,2.3850713360710514,0.0,2.2899734844302904,1.5749215653204554,0.9833201028555587,4.042868434758227,2.7162098583171077,3.5490696625265747,3.256049840434347,2.6495248083635348,2.250239507808262,2.3824292069875823,1.8944257494031485
2020-05-17,3.915857463448669,3.0862891454442476,2.0442994484551433,2.5006468247097864,0.0,2.1590136685465438,1.4238876718254725,1.0009997246029458,3.8925525555696114,2.747415379578856,3.5451975732321137,3.4060753660075345,2.4945176677839713,2.321757422366436,2.231987097360764,1.934363590892438
2020-05-24,3.93603693832532,2.946169443615829,1.9592879505550107,2.5298797875820975,0.0,1.859218112102768,1.3070037947177906,0.8029400169550224,3.907069765446917,2.751481129617719,3.511021294037863,3.190025224207993,2.549777197378852,2.031313768478194,2.44305353023466,1.9918693433142673
2020-05-31,3.8938069538920512,2.9910087041464553,2.0037418652843266,2.393962620491221,0.0,2.0770045526896563,1.37003139704862,0.5976345306218265,3.8487096656172475,2.6943416844419676,3.334152618140156,3.055038035977383,2.548295147038244,2.17618691742066,2.2897986057576274,1.8767223630552965
2020-06-07,3.882172662719838,3.269384101125033,1.898476646602558,2.29193623802455,0.0,1.9884391419419676,1.3536988986306107,0.6380766819391109,4.128102350757627,2.412637958657529,3.468349596462344,3.3321191252332034,2.4510512243029154,2.207642742330186,2.259470805498065,1.8210829189207514
2020-06-14,3.75095419699496,3.23879743197572,1.9572457082253332,2.5674454490884324,0.0,2.032880848241219,1.501249385666479,0.561672939106878,3.8733218186904126,2.309413279384845,3.299407038489628,3.316830873296255,2.365516836280939,2.152065263453956,2.340373486941151,1.69816688435392
2020-06-21,3.928435362713631,3.4213957699705553,1.7883990290512468,2.7423225813855217,0.0,2.062105537676048,1.3006531485814168,0.4662959446406003,3.9723235497071427,2.3526449609210305,3.2978761258308777,3.0918489399498696,2.4531779547909354,2.178913188895341,2.4909417473967532,1.7920196823742547
2020-06-28,3.8166296410681086,3.5850369799488258,1.8709654067953023,2.6485109201121335,0.0,1.9206881617336053,1.0711683234895277,0.35302180985221937,4.190139476563395,2.2483718739217715,3.3322994399506793,3.2848736080386227,2.281679564139714,2.2121233518568433,2.250692807999761,1.8795223879240548
2020-07-05,4.033241878949752,3.4325371438527994,1.7031576415850065,2.780550708829535,0.023985268062978654,1.9245167944860884,1.197627116508619,0.34495478005534486,4.030828305732213,2.121955060743689,3.2921810501670103,3.167653172871372,2.1712573617229753,2.171770898725732,2.371942284362554,1.8382542989581176
2020-07-12,3.77953438926903,3.614735069014194,1.7383804131348388,3.0787568721472574,0.10962496498506982,1.8182413725592788,1.108138230179895,0.20098910486887006,3.857767213124218,1.8350019766305175,3.3072770915250063,2.9119186352982673,2.26979729024916,2.279435250804425,2.382270945389834,1.7805667869909083
2020-07-19,3.829303354973997,3.838941209767273,1.5342619857708946,3.0776960056288645,0.12183028176830357,2.120684980038838,1.0761708008044342,0.1984782024896538,3.876272089925114,1.8494321887026548,3.2390914568391573,3.0394332342833357,2.5243821448074315,2.378147343884562,2.3846005427491623,1.8699742857496922
2020-07-26,3.7801017906607743,3.764542169555343,1.560598430886521,3.2989228805533677,0.19535984277912108,2.106832127504731,1.0649794173594351,0.3119775305227877,3.968705463556549,1.798944488233933,3.306406828182324,3.0090955738762384,2.4223564539427493,2.3512652459708567,2.2981600774172275,2.007744126593
2020-08-02,4.049558699323902,3.93675385190869,1.4058146305823171,3.4206810884304444,0.2995488252818189,1.973868053688606,1.0789249852491773,0.39657223766008837,4.111154443684299,1.4998383363291101,3.4554975912310204,2.8614802564595543,2.3536869976732,2.5060114319881874,2.3646781129795498,1.6258022740568292
2020-08-09,3.996580761592739,3.8670283460775945,1.3846312856924514,3.6961196705178034,0.5044009835572791,2.2364396510516866,1.0521770398941834,0.29864937646975787,4.057355940628012,1.3580905096457996,3.3918719288875905,2.866673642756656,2.523952182136479,2.436421168119483,2.3630443988383734,1.760848142737187
2020-08-16,4.079353951793911,3.91912121763378,1.2415904335225312,3.690523322873128,0.6420610912403327,2.0636685087044615,1.1392998206898701,0.28172731098552806,3.8620647864463953,1.3850252246471917,3.5535874906110685,2.649335328036918,2.5336016348058057,2.416995813234113,2.552220212136614,1.7890443093328663
2020-08-23,4.016614087802263,3.6732326813591487,1.3271424259356779,3.956057809094366,0.6895167250579705,2.1406944779947916,1.2040231642835884,0.25255476648967823,4.022145321544157,1.3147422088081138,3.6889360548934182,2.4232616834581333,2.4270294779002266,2.7309318754008287,2.600890227604159,1.9658755523286322
2020-08-30,4.062326758261354,3.7668548673453532,1.4196226304074622,3.948776417559267,0.9324156943361649,2.4406448410693953,1.2029765209633636,0.19815792384691938,4.027651192683493,1.3193743975907077,3.6967189011555135,2.5108975636884265,2.4223615291682625,2.578716704207641,2.4577346049411237,1.8815240233944117
2020-09-06,4.007404202958631,3.4543659435678946,1.4365164494846037,4.304406909375473,0.9309028491391979,2.5746850630055946,1.1410407930598199,0.4017795385741847,3.960262845855703,1.254689916763611,3.7675230696527513,2.6559367083864136,2.5690335658468233,2.6582471045927605,2.5761909339011138,1.857148209382582
2020-09-13,4.2911203618413465,3.3800324752215873,1.4928720572706808,4.309884157470166,1.282751122911895,2.6872374059803774,1.2054692901219857,0.45166773427948304,3.915693410143103,1.2978927104916265,3.86858710240973,2.343968596802593,2.446694747455488,2.695727707767969,2.6169328569221295,1.9584254053973758
2020-09-20,4.350733081197332,3.517038648492218,1.6486080563715801,4.416227600968391,1.1212637410178066,2.684282850438819,1.494032109950279,0.2559011692751996,3.965060575028345,1.308533504616996,3.949088184553689,2.3092242544609,2.664433781429398,2.749256904580789,2.8640489433877954,1.9334270545341725
2020-09-27,4.430739696438997,3.1083682779239106,1.8196840287418032,4.347506083026026,1.2756859071153448,2.7549753134495756,1.291643320304844,0.24321722565083742,3.9453380636827013,1.2200667066951019,4.014840161457394,2.5945260736566467,2.7938935409250845,2.881600907176025,2.609682603794691,2.1793364407698856
2020-10-04,4.531749805711593,3.1982102485378237,2.1018708196840366,4.52959791864172,1.4420491815275236,2.896761947456028,1.612120430887101,0.5135019332465381,3.8360777601230236,1.4228942509105253,3.867835560460653,2.383178391965463,2.806336660311102,2.8101327172667396,2.736254731924187,1.952770581230494
2020-10-11,4.415123382988483,3.1675413775323547,1.9900895215561996,4.29565259546354,1.2375402260729595,2.700557006491901,1.2881705563239998,0.5535412679464586,3.870161535064296,1.4821209824250954,3.9335597480076387,2.5188320521183982,2.8077666868072,2.824712614916822,2.9279781742499926,2.190296237115909
2020-10-18,4.76654258295195,2.9258138527759456,2.097023478096872,4.292715009807508,1.1428976360129455,2.8922404007642015,1.4702263202207662,0.6211986275562587,3.760046424732179,1.5757601974698046,3.890091137858367,2.5826499229843103,2.912758724090718,2.8712250880210854,2.78050656488545,2.0525707797494284
2020-10-25,4.743989391887337,3.0707514871075436,2.163014073520563,4.025405691550584,1.4337867247194442,2.7292676481117013,1.586899602408613,0.5482701111689009,3.8796174648216666,1.813586653290787,3.9784944582906836,2.5459086520822876,3.001123176663918,2.870275142267436,2.840425780191366,2.107581577126778
2020-11-01,4.834592166508355,3.0315492992817936,2.3327158505072108,4.116648459437161,1.413983231557006,2.9186588683286026,1.5249425117540485,0.506863818141668,3.8787976332665473,1.7109072100680585,3.6936003096848338,2.619077194902795,2.871861350622366,2.8564727476916887,2.8553502512859805,2.2208636646712927
2020-11-08,4.62263527410464,3.067917704347804,2.450562617071571,3.805173511704783,1.5099527840856541,3.126109568543545,1.4654927659254708,0.5905913351057089,3.909363007307245,1.8300239076011127,3.9307878378745813,2.672760504949941,2.8114278219045947,2.693098663421567,2.951233067908049,2.1992367260299996
