time,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech_Republic,Denmark
2019-04-21,2.767744321414089,4.321106165607588,3.5102384311895682,3.0253281074110685,5.265280781529844,1.4121854124705346,3.2589645775295453
2019-04-28,3.0245445713222114,4.416222015903963,3.436273001346101,3.082063544521051,5.1937628379257905,1.6057306465475756,3.2384475105663384
2019-05-05,3.1006802351798473,4.234877763555514,3.2927252505225675,2.9399278054216516,5.053328650478622,1.4137797110323806,3.255387790809071
2019-05-12,3.2757292649509373,4.626836334260631,3.514101180546223,2.9545775354213903,5.089164930915191,1.6952885686214174,3.1509036663137526
2019-05-19,3.4173631125634745,4.256115343434347,3.26142110575796,3.4636109205126377,5.184545601112521,1.4671378365919419,3.1629176862569293
2019-05-26,3.405449604082219,4.12715623191391,3.5121502501270383,3.0896903205579753,5.0290035336835235,1.565814403995475,3.430435823238206
2019-06-02,3.4720320279526726,4.2623452945038265,3.282398768558457,3.1881338019147143,4.897023665495341,1.5885062233502758,3.336059259329575
2019-06-09,3.6881042680099165,4.418701448178729,3.370385966713373,2.9349977735918293,4.737841173559261,1.6674822950894088,3.2771542716209408
2019-06-16,3.621265508362658,4.309788661635324,3.5448851791652434,2.9945372136501645,4.848880367899962,1.8001806155827218,3.312181816312835
2019-06-23,3.6786716612664847,4.227235399293734,3.651154390254929,3.279080519428832,4.47595128537697,1.8383259945094401,3.4951410622548877
2019-06-30,3.855336694642262,4.178760295110211,3.764762992144655,3.1476285064042244,4.373206952052057,1.7791370296315367,3.380146743563303
2019-07-07,3.924239821515676,4.0824439471879925,3.5467213859809403,3.379468413208185,4.349320773052349,1.8492526438449,3.4661877178895746
2019-07-14,3.807349850130592,4.04239485384943,3.811311080013485,3.363823318739763,4.201694768439363,1.8400897447552511,3.472625181161803
2019-07-21,3.7441934954261247,4.291293369585646,3.775508759150045,3.5736999073537286,4.123018912669623,2.020539762089445,3.6112283138064414
2019-07-28,3.945017214677927,4.131553034795351,3.9640133854363078,3.5296980768615596,4.257424143855,1.7700347292624932,3.444604488628736
2019-08-04,3.961728941150821,3.9127310511346787,4.075098433044932,3.6298650958874803,4.16172760950106,2.1919232257899677,3.735990278722424
2019-08-11,3.9637738716619566,3.931366077770826,3.991086710899677,3.9245823050527218,4.002894895606709,2.0123721525749456,3.6018929108951743
2019-08-18,3.996000201119013,3.925227591550389,4.08962025979581,4.003882384973493,3.7102739617045453,2.0124715789307754,3.6108121422758823
2019-08-25,3.9393152113539136,3.737064667648752,4.207035288815077,4.008548850636655,3.814448137894661,1.8916641610083114,3.627870946814463
2019-09-01,4.119451238101183,3.7483971773138385,3.9995205690554463,4.041305235771171,3.7797827554285925,1.9726002163265592,3.620576175089683
2019-09-08,3.7376779402728557,3.983353348998498,4.085821559130471,4.241591782641832,3.7637351833384893,2.2190096036801776,3.705457020201765
2019-09-15,3.9232165730393063,3.7907016908559856,4.056261062813349,4.247466070129143,3.4164235933877123,2.271661307302346,3.854745238388602
2019-09-22,4.039856812510861,3.682168985761522,4.261405685945425,3.923636268579897,3.39404784698449,2.3473425577745033,3.5572803991706663
2019-09-29,3.9761518102746987,4.140243473190436,4.0838600887284455,4.110519695971348,3.4169704680768245,2.123522300719125,3.69779036052931
2019-10-06,3.72483739591829,3.9711573247635052,4.150534854837928,4.103271829413676,3.376310258166749,2.1456840573859464,3.5875207176860267
2019-10-13,3.734917227627132,4.053517425932908,4.195148778421443,3.9948847462169867,3.382026658501418,2.175497224606891,3.507978236367208
2019-10-20,3.575454451080884,4.047464557921979,4.143972445254464,3.887218890580448,3.263968298427897,2.162281383361052,3.4138010475726004
2019-10-27,3.5165212576401546,4.112191250491505,4.186935331200388,3.8607435201668663,3.3210804076550198,2.1405613829333623,3.628561626690817
2019-11-03,3.591661206277678,4.178564197581797,4.0731084535530435,3.7750442193340805,3.428171120223971,1.9825949083353123,3.482984797919488
2019-11-10,3.5691488495230965,4.315809296465339,3.898942167499354,3.670881542779708,3.3706413658548318,2.0518260360929634,3.296818389189228
2019-11-17,3.3752511371125573,4.485324155904634,3.8442593918295027,3.4958722107721036,3.5042532978929444,1.8773749450256814,3.348989234843673
2019-11-24,3.1866434220241,4.506991848045215,3.9250731089701754,3.491439751783146,3.75025498515956,1.9794500083047255,3.2699210049581158
2019-12-01,3.0980817669117107,4.578026947562009,3.7476019143203536,3.442116763054077,3.8491354388863877,1.7105211298469092,3.1666971117680447
2019-12-08,3.2524338825111503,4.8183175111476695,3.82359036603473,3.313475048789798,3.7080974645095703,1.6611409712955023,3.3000245174232288
2019-12-15,3.0054641397633315,4.877618801060011,3.7786676567446427,3.1463467798960014,3.681729839442075,1.6471587818797229,3.141318476954471
2019-12-22,2.876139375445317,5.113575203537215,3.6581766937866234,3.088384171213919,3.9416572158309298,1.6055313054422735,3.0641505949600925
2019-12-29,2.83507953002306,4.993310780503641,3.462426580011848,2.9793712250804822,3.973105268971828,1.4625459594330454,2.9743752668704015
2020-01-05,2.893243441668093,5.2225680850154985,3.4139686025984615,3.2199901337984627,3.9481341094310296,1.2845701982771158,3.1831692232453714
2020-01-12,2.863156187766811,5.051377356312432,3.4915390321083066,3.1552244781422125,4.143688233063438,1.468908684161437,3.0566657110275535
2020-01-19,2.760876780447389,4.969199714977468,3.253137361836673,3.1076421576131614,4.012037014391652,1.4514728343598422,3.3081879916779875
2020-01-26,2.581615961836134,4.874332876132769,3.361629603765598,3.105384453533529,4.335423837192253,1.333033124223194,3.0151282639165897
2020-02-02,2.6658505361608626,5.039402360233303,3.3919151514387442,3.127026524762373,4.5019428784344475,1.2200947138527685,3.0791472474420596
2020-02-09,2.413292980472597,4.882963811786579,3.3929479039594703,3.1534242668945733,4.477753856596905,1.0883379428128108,2.8522961521496337
2020-02-16,2.409804718230639,4.734368751636147,3.4833703581124,3.287228831864933,4.644601189368892,1.3562974905798237,2.9951049439105124
2020-02-23,2.2287639994644604,4.853478857718837,3.2426543422049616,2.8898942511780668,4.866659530534212,1.2972176547050793,2.9824996083607345
2020-03-01,2.379619028617591,4.8448285234892845,3.2189086573070775,3.081929431207324,4.795135033049852,1.2835304349170265,3.088668119406838
2020-03-08,2.2860534883701744,4.67391130365548,3.3537833052312154,2.945042355739908,4.821626238294507,1.4796606119293636,3.0548162755926676
2020-03-15,2.448112071883065,4.643414190389199,3.4094661233128414,3.1740962960822494,4.992810456799764,1.543884601221777,3.170761347744828
2020-03-22,2.4342831299217123,4.62526986462169,3.3008235637376906,3.1957332614316054,5.0990095138267835,1.3934153369566202,3.2706045509689936
2020-03-29,2.50600324522814,4.4988849149532815,3.2840349318015507,3.21284746096015,5.126779143044023,1.4239514636947543,3.0791151097072644
2020-04-05,2.4913694125641572,4.275729612605965,3.4583388323532853,3.0606875620411627,5.241219160953715,1.5875631206095386,3.277321627482418
2020-04-12,2.774718048823315,4.354728299284406,3.4678141117688464,3.2281078469286566,5.356573556672288,1.521281000393271,3.1516479956884744
2020-04-19,2.9218913359949923,4.3670773895923025,3.418874001201808,2.9615864487690513,5.250559290478127,1.6464467186706169,3.157985650975559
2020-04-26,3.0456273150139017,4.228969932722367,3.7186219742690425,3.0507738993626523,5.150302929701783,1.595259819189623,3.3968684291221543
2020-05-03,2.829156005271097,4.243080651497005,3.458185066688321,3.2391629300308793,5.295173280049214,1.4667855953857458,3.188019568301012
2020-05-10,3.044059271173014,4.143917247984146,3.549202916289338,3.100733224830879,5.150119446589414,1.6121224904141365,3.339713751007465
2020-05-17,3.3472831316164613,4.274826040729822,3.3747450765306946,3.0812410683748825,4.869981205009056,1.7632937999961036,3.386913233123198
2020-05-24,3.236126300373389,4.2148470179745,3.486700164336823,3.0181062355474735,5.0656843077748865,1.5766812016500322,3.3292141913195907
2020-05-31,3.5704302907327117,4.424561615095037,3.4833543720372675,3.2123739908688527,4.9087545823778385,1.7004164565189586,3.2891466526699706
2020-06-07,3.4480746223067653,4.389692661098949,3.5157533551428646,3.2475145659278364,4.896383962926659,1.7626967015907784,3.654278442603676
2020-06-14,3.5570952969347496,4.282147704095032,3.3424647745632163,3.0238415276729755,4.565334969239216,1.702980427503088,3.3046649032722004
2020-06-21,3.7526643119080503,4.037819133589141,3.5293414241238588,3.3916064701065656,4.614211758686037,1.9905981769451904,3.2945449762475945
2020-06-28,3.7453710755896417,4.3388277735587035,3.757795707235262,3.2450591502825836,4.491151585072733,1.7634904454312847,3.4153224641945226
2020-07-05,3.928744345449644,4.290106686313381,3.772738159383146,3.3216605847287273,4.474693300686035,1.9043995181956292,3.3738386794640367
2020-07-12,3.8055709962401636,4.12830922051385,3.6491597251446732,3.5030248789653986,4.131764054682288,1.9105797472694508,3.631472385707181
2020-07-19,3.7547217171830924,4.194474510001757,3.7958230495793237,3.482959642032673,4.268479802961689,1.9067016422106973,3.3388466792850853
2020-07-26,3.743433763956627,3.9981520972274147,3.9793090650529632,3.5780011811107237,4.191514671969499,1.9445058860021902,3.380309439158265
2020-08-02,4.0591565849992595,3.977125036466426,3.9977806157199547,3.7794611861380663,3.9394095737582377,2.105911809547795,3.7957602552076386
2020-08-09,3.999690054088617,3.898904996063847,3.852803609143095,3.832354371535527,4.090847659913561,1.9343808447403361,3.747329568378898
2020-08-16,4.121487158721587,3.986639211081502,4.1167113493018235,3.7750164136093702,3.8015393609389445,2.038564360141393,3.5992977728531055
2020-08-23,4.0513387114121935,3.731443619057382,3.931004203645066,3.9157888923598274,3.9707532536860457,2.1792787406056635,3.6544727928730127
2020-08-30,3.8442067642270947,3.76141582629322,4.013028760093401,4.0652307831434795,3.6615930294051684,2.1762516795402775,3.7078761607206756
2020-09-06,3.913162276164144,3.6311113824915138,4.15965506916167,4.029298956989909,3.803199964543576,2.1116052367268994,3.8479229596385207
2020-09-13,3.8452275589847167,3.860937954778287,4.11134959223253,4.1429589959319575,3.5557885303548087,2.1488788101276675,3.6737451821705527
2020-09-20,3.609477555160059,3.576490754600521,4.117577821446601,4.112528986931798,3.673419140237705,2.24891992019969,3.6649574148498405
2020-09-27,3.8856131645983543,3.927019940654423,4.200483553304069,4.127760252370698,3.5756027193275797,2.1847832919908314,3.621638907980356
2020-10-04,3.7742442113757972,3.780361498557081,4.189144775278116,4.107252011533543,3.5047442455805085,2.218211719986417,3.5799122570491013
2020-10-11,3.4162705889426124,4.033607578507713,4.052102804106606,4.030938542112151,3.237026464186917,2.2273499739736606,3.6027679830660406
2020-10-18,3.548149092354588,3.8967585039915353,4.073962700974041,4.1627831669886834,3.2656954508040723,2.0167541941670035,3.6781553992742873
2020-10-25,3.5278946572016534,4.178251251938383,3.9411397435731486,3.9541438292838635,3.2422937017710582,2.053545619890447,3.4618575464595023
2020-11-01,3.2757609212182124,4.45617840154895,3.91878092986742,3.7734745498421702,3.3047670603544237,2.0237062025655423,3.3761345314414513
2020-11-08,3.4298675542700185,4.241961212648039,3.9961626500522747,3.7781366514099903,3.4672194384092827,2.221041082914227,3.45932129877288
2020-11-15,3.156686055974332,4.488996814410023,3.912320656197522,3.429351045928669,3.506586909449614,1.9216722263347514,3.397099201182425
2020-11-22,3.409625877246866,4.5780499422947205,3.9776002300127673,3.347095161179956,3.641938146360537,1.7802152289158275,3.442769163665865
2020-11-29,3.0382004207822595,4.660106044968443,3.869733491158538,3.4104909507423944,3.5798555916137573,1.8598651688088415,3.305369112786941
2020-12-06,3.020492059518436,4.7798774891583555,3.775415356000464,3.3250806812449403,3.818206165510087,1.5995846564919787,3.367558387217
2020-12-13,3.033143068089618,5.086906951626828,3.715336003419315,3.2471109230947683,3.9423580901742716,1.7322336962536968,3.1627970779736003
2020-12-20,2.922275390761949,4.862191968651215,3.6705878152573685,3.416255819709082,3.8672424181252514,1.5235007443700777,3.114874546175254
2020-12-27,2.7128978083823414,5.091295705550835,3.3562491232479807,3.2580564881902387,3.9437832477327075,1.4832479260571814,3.289000294539878
2021-01-03,2.849063135025033,5.091231957319501,3.6294940429405216,3.2085639175298666,4.0419272317408375,1.5899631534093452,3.0820154696575264
2021-01-10,2.5754877999509453,5.032351110291487,3.5702946143139274,3.032059337973577,4.093623939280892,1.6667922945243785,2.947292612827988
2021-01-17,2.662370896559672,5.223941128971984,3.483418303232714,3.0825853675004526,4.1078333392387,1.4194709995051753,3.203586602394652
2021-01-24,2.80808580877851,5.017968617224418,3.43213479348659,2.79992575381918,4.419636202698242,1.0891109682195161,2.760899304329572
2021-01-31,2.6202825724583674,4.956722060719344,3.2297971176888742,3.0030263657444074,4.476903405863383,1.4540679032438877,3.086347762091892
2021-02-07,2.489001519448443,4.875539327331961,3.333238526049155,3.037938359058611,4.279286939574769,1.2863412783655226,3.1293116430074774
2021-02-14,2.568243165572534,4.97903423919366,3.2688568777193328,2.942576744006618,4.6556404032977285,1.251728342520751,3.031486112634546
2021-02-21,2.607824017547311,4.959700846364449,3.336315310072221,3.1189704877437845,4.632298982107164,1.3096755156139879,3.046346365652253
2021-02-28,2.420366906986213,4.682188618198627,3.226440505150256,3.1583884068861825,4.746595655270227,1.1303236810593666,2.9799997016017485
2021-03-07,2.6182145920997013,4.8860723310417535,3.248290699610042,3.2280685939248612,4.800019709133399,1.3192227905822012,2.954207843204506
2021-03-14,2.5415491559809102,4.479537328651893,3.4288243156266427,3.209036762260677,5.056405248898448,1.3401228306683894,3.203991340365348
2021-03-21,2.585169621005366,4.652045212869437,3.5060866714255243,3.1522471224330295,4.890588830608256,1.404105518647417,3.2342247565078086
2021-03-28,2.587337269773571,4.616701031837849,3.5262013004925117,3.1282679605166313,5.2310487387913716,1.4524928665712973,3.296559367162513
2021-04-04,2.716964214164295,4.331702235845786,3.2575207352161244,3.2412131538867297,5.130901710350809,1.4688138152577117,3.126709117519475
2021-04-11,2.894860865477813,4.498921599146528,3.429975305093278,3.1031588566379664,5.232975873251878,1.5512211904155127,3.148156409168126
2021-04-18,2.6968353414022035,4.209055153689868,3.4775541990735683,3.1690559884016327,5.161689889930575,1.6936995890630084,3.288837079252509
2021-04-25,2.976593967991266,4.400811408898452,3.3845366030039656,3.1599784621390437,5.078830186691422,1.5064046851106343,3.30746630182996
2021-05-02,3.0298065950129907,4.362753170930429,3.5155710207485718,3.025873433119654,5.168382890857962,1.6883174406182073,3.3749152470821877
2021-05-09,3.1316041966393544,4.412864316010577,3.499524379102517,3.1795066637883598,4.952089460258404,1.6396116449952647,3.233097640897617
2021-05-16,3.1876089323384686,4.230530202303289,3.303505974222837,3.1381585939427703,5.309783777074234,1.6050035951808552,3.424847595277893
2021-05-23,3.6545371514212714,4.247163363796561,3.39311491610818,2.999530389920687,4.864558390873282,1.5298860963752254,3.3707524622966702
2021-05-30,3.742423175881111,4.1661155587567515,3.4742977397261288,3.090535859270631,4.962430437725781,1.727949563432857,3.283711846898978
2021-06-06,3.571317081230981,4.294021852101091,3.535718785742115,3.0960718436370307,4.725845809558919,1.8206397575525188,3.424614534190437
2021-06-13,3.7620930355999396,4.454930604949757,3.3412183542375695,3.3183112552652134,4.639723688479007,1.779818720189065,3.4880968506063885
2021-06-20,3.9313004169640005,4.172031260461736,3.5648620917764093,3.123214766776395,4.709160817983257,1.8514753642481234,3.3146767468777503
2021-06-27,3.8285175614605875,4.271496319605598,3.6518471288755,3.118721614372369,4.512435598046862,1.9032572844760982,3.4876051028281965
2021-07-04,3.7625145193721985,4.141306851268237,3.689066186187015,3.282050160683508,4.3882762103718465,1.8606099981873876,3.1168916852154354
2021-07-11,3.8397886506474688,4.034277724487136,3.5839328045964827,3.5009022576567856,4.179637526422489,1.7312085876603023,3.424981713716691
2021-07-18,3.819307300207703,4.089333265117482,3.704871783850633,3.584489885752323,4.0278739286207985,1.9369805275928533,3.4615015575526416
2021-07-25,3.8981593855072005,4.1024169261255246,3.943574021396714,3.6313445271356692,3.981329624612778,2.159412019778922,3.5829660710304765
2021-08-01,3.8872980623952764,3.8516074019042135,3.9994840225088653,3.9508129464343944,4.062155810163248,1.9729544632849882,3.692209779461135
2021-08-08,3.902104999183158,4.020855458588732,3.992475341350092,3.7973162338816064,3.8789041587299016,2.075205611576483,3.5955953346811076
2021-08-15,3.9299612374686816,3.944809272155196,4.10209099422477,4.049831520463318,3.9182368881017786,2.204848583008352,3.7826201302641507
2021-08-22,4.037658988297654,3.893476971467016,3.958854707859666,3.9445700415100933,3.8028767457967954,2.0163726632990806,3.856526351123601
2021-08-29,3.945904823369539,3.760063607888797,4.0101768497957755,4.177164871688218,3.731820802678152,1.9997663566878234,3.5919519251893988
2021-09-05,3.9717871488459666,3.813881306323767,4.02400368483249,4.105943941188558,3.6826455599354957,2.264956038651278,3.5980462665788115
2021-09-12,3.9131455936241184,3.9025879423449927,4.016407220545015,4.154465418150512,3.7961927171477328,2.102159833507722,3.602327599484562
2021-09-19,3.724079834610407,3.86937438837623,4.160288614039605,4.304598465538941,3.6715693303185786,2.1605348278332475,3.600946603649626
2021-09-26,3.9058322547577227,3.5976229420335635,4.202579785104917,4.116883278592773,3.3912424066699978,2.3409880124674585,3.600364719432377
2021-10-03,3.689092560130826,3.7658963251337605,4.243265315957279,4.0906055721091095,3.380412659397513,2.2173706463687743,3.6745504995015383
2021-10-10,3.672552161087485,4.063725121453434,4.0035816977612,4.05742022011903,3.3507323003603573,2.1300536886529176,3.5763705905370755
2021-10-17,3.473857520853895,3.9106184183242085,4.237778527692848,3.9140240862727875,3.3561350673797326,2.1550719864328096,3.6090077538419405
2021-10-24,3.3352894793626113,4.075917652882954,3.859533075077185,3.7838613315450513,3.339404200893326,2.151182964594385,3.4349511703543345
2021-10-31,3.2781929109412244,4.250490520521468,4.039636816915167,3.7702241351636983,3.418865746761715,2.1104531606128254,3.4505101157549856
2021-11-07,3.3922707913093797,4.3589400119286,3.958281100346707,3.5691427811677032,3.2738085892717947,2.0645700103668716,3.286466466864927
2021-11-14,3.3610232176279164,4.43735573149016,3.947438580628901,3.5719201812981223,3.277972425293301,1.8975352600447042,3.2660038377893144
2021-11-21,3.2146679118821626,4.55763517263298,3.8221766838401177,3.456863127215674,3.594049076037625,2.0177860645181886,3.2878772707906774
2021-11-28,3.1427335263710017,4.756794448109108,3.8386566472641395,3.446817981181056,3.595463675722636,1.707781498158736,3.216258662509473
2021-12-05,3.295947674614705,4.578451530546935,3.7907602822818163,3.211805398706105,3.9245662033480766,1.6363606696939574,3.3876417325137886
2021-12-12,2.9363817988174827,4.861096038073366,3.7526414810504254,3.3236377614182953,3.817760576194112,1.7863356779404989,3.12600064786162
2021-12-19,3.0502042022649904,4.928197781339926,3.758078537774033,3.14946774037092,3.8415532503825727,1.5477380230637325,3.3368321679196633
2021-12-26,2.92893409739783,4.943258819804187,3.5393108125646893,3.1511474446734242,4.07918567123323,1.4642385249702672,3.0905990240823837
2022-01-02,2.767068431565391,5.0236009270311435,3.531931947429301,3.152857759797962,4.032582834269242,1.4899193390012813,3.3937721300759778
2022-01-09,2.727547488117269,5.020175868571899,3.531056056339849,3.020558986389114,4.045219557668892,1.525190261181846,3.3721222656085152
2022-01-16,2.8429092767448183,4.924696807801285,3.3904035636285217,3.129414306319337,4.136756573274357,1.294352331343387,3.116522345891828
2022-01-23,2.3998613056762275,5.147806788175585,3.4002736444961044,2.9998855023199344,4.3313436711930855,1.2207121675430792,3.448655536289721
2022-01-30,2.50565650577142,5.14549525175753,3.2875051829101287,2.8823753203568785,4.261865522486401,1.3058411221392323,3.212630548013057
2022-02-06,2.4433892329698943,5.007561761538049,3.3673731263175246,2.962285830114346,4.3813338264933375,1.2562643944797374,3.2687226029455743
2022-02-13,2.5147068800554884,4.957806704166347,3.4836801069887584,2.8157242303255097,4.473614225960493,1.3671186284514782,3.220076704827372
2022-02-20,2.4134033926327683,4.778600382315955,3.3017988524592505,3.0496430741164597,4.50862783941475,1.4182985273231021,3.1905022401456753
2022-02-27,2.562817624963706,4.887338845931793,3.434799164038859,2.9601251971548384,4.826797019953446,1.2956790625074208,3.324424362366721
2022-03-06,2.5477590578699094,4.652890835162859,3.5676172378551527,3.2100063671790724,4.850589778940338,1.3274413570398313,3.3105748686583527
2022-03-13,2.4746238632327535,4.600324163160331,3.374074341862349,3.02422381340979,4.9317056746236885,1.52013766381968,3.3270289685679852
2022-03-20,2.5533160672129305,4.6443388300932105,3.390744835174074,2.984213387174793,5.020466594321761,1.467892033140869,3.3520831799793465
2022-03-27,2.611886002820636,4.467711176364096,3.4530934798425887,3.2272357949926804,5.107192167611402,1.6476270297896431,3.417540951009935
2022-04-03,2.546870893075761,4.459726399814127,3.450563160588202,3.1476809946632014,5.200215641277877,1.3962656399266578,3.3115407611236742
2022-04-10,2.7700126767742796,4.4349561197178105,3.561122119891677,3.0872683512178503,5.215134730379261,1.4259838522600419,3.543316839777694
2022-04-17,2.821214611664071,4.35943012380649,3.612946972283843,3.1151685225719956,5.196191584785446,1.3423486408519827,3.5857111418106515
2022-04-24,3.0639978134532275,4.208101339363456,3.6329499810457,3.2274759321398525,5.267833520485654,1.408433511145047,3.4754831869607212
2022-05-01,3.1032710096072598,4.285873838105118,3.470328824813784,2.9657105187271235,5.219830100055794,1.6084303791770946,3.6343826141548177
2022-05-08,3.08588927188835,4.264407342084632,3.487006730517391,3.1219287847055606,5.0445326890237006,1.4832034860885157,3.467817872909203
2022-05-15,3.105941662458273,4.360482383356884,3.456138574739717,3.1509804734380564,5.073705655494179,1.5740736747592032,3.477951512633321
2022-05-22,3.1681692862730713,4.249087246675572,3.4614387466879135,3.0740478695528957,5.131873512931029,1.4637593463159146,3.615380180994791
2022-05-29,3.535599827187805,4.406796362069324,3.521458789918391,2.9899617725992633,4.7557053371246,1.5121802127268351,3.3554710585517786
2022-06-05,3.5132429168640407,4.470558906780395,3.4858615105791158,3.07118637669022,4.9116696743023525,1.7733140460666537,3.4350651578160396
2022-06-12,3.5913795702901936,4.393724040662257,3.5663389697021866,3.2741517580372013,4.605920209490885,1.751254578041132,3.6352446484355663
2022-06-19,3.6174393842278034,4.307080524409639,3.6219894462399824,3.2285583530963926,4.639849482541094,1.7657254394386959,3.7580896937851267
2022-06-26,3.677095057043094,4.1176217739532674,3.587023885982816,3.368554100332842,4.387277449459526,1.7821590797203308,3.6177976070347526
2022-07-03,3.8386620314421482,4.292970271881766,3.6002154975010225,3.276396237973136,4.429625368755356,1.9034267672986882,3.5809848129933104
2022-07-10,3.85316756588456,4.219031675477599,3.685865700953559,3.2022757647856093,4.052161542667086,1.9182075971623862,3.576450074165445
2022-07-17,3.7996779983988342,3.9703405569620673,3.821954603272929,3.4004592384956513,3.955408070353692,1.9722498204195023,3.708227763664276
2022-07-24,3.8235240517104487,4.14645160030941,3.8457853026915862,3.5881597531229033,3.933707104210725,1.8455954718907155,3.675040955899622
2022-07-31,3.8088352996408794,3.951246534446536,3.9403062773791837,3.9314722226572067,4.0440876341756065,2.1645537111508277,3.98772714873867
2022-08-07,3.8697444541200072,3.9492662841533916,3.9998801747742028,3.9423688289305847,3.908703338247321,2.0961308965360397,3.800488447437482
2022-08-14,3.935961239946913,3.959563239954784,4.102360297083032,4.004074362319482,3.7409219095852677,1.9334598537073069,3.7884450975646686
2022-08-21,3.913593552723985,3.8114993501886247,4.00624451920026,3.999868917283909,3.8329193441118257,2.1980862171678126,3.7845613303335246
2022-08-28,3.9779691182040655,3.743865223778161,4.21171698961196,4.088171075076343,3.864537714435508,2.111586097498002,3.9944186443242784
2022-09-04,3.846410337707276,3.6441300486423107,4.087003376936855,4.142995521082992,3.599494008126443,2.153587893335085,3.9019893069678746
2022-09-11,3.889992067554002,3.842589883871273,4.026896976506906,4.264402621584547,3.583297450779877,2.110145193731336,3.957327014110563
2022-09-18,3.78723480110639,3.5980170864460845,4.100340517340477,4.141187814658862,3.7256626163147764,2.028870356132065,3.998823142765699
2022-09-25,3.7565067663687968,3.8142197933022284,4.088013614325977,4.287648286907007,3.603172859004418,2.0629742095739068,3.8324999539067006
2022-10-02,3.957568980759173,3.8710439493226247,4.02497588173741,4.095094243127332,3.3369705016568187,2.0353325063841323,3.8567209538308926
2022-10-09,3.56624018787018,4.0511026932797405,4.116372206805443,4.2167106574611415,3.3763584994525515,2.0948405726118238,3.623990291934102
2022-10-16,3.5775493435790615,3.938033957077668,4.1551557690783145,3.9384307181353884,3.372269791421729,2.1224639146411204,3.6993951759551793
2022-10-23,3.4036004225396597,4.093655106749496,4.158656051009361,3.942517748341,3.337597509186399,2.1585640577290923,3.730912460909532
2022-10-30,3.445957487855606,4.1371279711324584,3.897945302945323,3.688620863429352,3.2936173653706833,2.066893054752575,3.6143698526602073
2022-11-06,3.517547221780234,4.2180102721802095,4.053204468198787,3.8111754993711022,3.2425872305022954,1.9457036289078633,3.5552052937202783
2022-11-13,3.1129364776684474,4.49466044035138,3.8337214503242873,3.623842013909905,3.468393404386878,2.0358541227737437,3.6241560600032505
2022-11-20,3.256336036067035,4.711884851655398,3.791619940003756,3.601499248399323,3.472719059587684,1.827166225288851,3.4871245513883005
2022-11-27,3.2623464319845437,4.806785721366717,3.6643233770660038,3.292629560437864,3.4921196686804516,1.7031927402020386,3.516375671935782
2022-12-04,3.1537278273896434,4.865981410812621,3.570084818057021,3.3916929596328567,3.8689505519461656,1.609044769454038,3.4210329316522503
2022-12-11,3.1595391105071897,4.956891707904699,3.6629594880828686,3.0704202107063936,3.697012569073958,1.5155867547073443,3.3661820488313854
2022-12-18,2.9851501205065927,4.9465292149801545,3.499883119513993,3.3969855399809252,3.940454631291621,1.5771231894435984,3.1935840579112544
2022-12-25,2.8022932075219615,5.102745057785738,3.6723711465354567,3.0639099500873828,4.039032078898622,1.4648916741116016,3.245933143863371
